ID,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU28,AU43
alone_2041105_neutral_TheLover,0.158637,0.08429,0.106121,0.047194,0.003774,0.013653,0.060661,0.000911,0.001032,0.880081,0.074831,0.207581,0,0.053718,0.038194,0,0.174395,0.187774,0,0
alone_2045801_amusement_AFishCalledWanda,0.526875,0.3025,0.0075,0.4525,1.432187,2.834375,0.494375,0.258125,1.048437,1.896562,0.105625,0.322188,0,0.055312,0.265312,0,2.166562,1.910937,0,0
alone_2045801_amusement_Benny&Joon,0.095819,0.043892,0.002505,0.034802,0,0.094611,0.034444,0.516915,0,0.027351,0.090433,0.182731,0,0.069291,0.033048,0,0.169498,0.150395,0,0
alone_2045801_amusement_SomethingAboutMary,0.094206,0.052051,0.026039,0.041983,0,0.173092,0.040801,0.518603,0.000372,0.015557,0.078537,0.192247,0,0.058603,0.051788,0,0.1625,0.213324,0,0
alone_2045801_amusement_SomethingAboutMary(2),0.067002,0.051685,0.005606,0.065385,0,0.000066,0.02693,0.000193,0,0,0.07114,0.201925,0,0.080328,0.039436,0,0.132285,0.164215,0,0
alone_2045801_fear_BlairWitchProject,0.067017,0.060265,0.001798,0.040472,0,0,0.021757,0.005065,0,0.001365,0.078748,0.203811,0,0.061811,0.04087,0,0.12718,0.173885,0,0
alone_2045801_fear_CopyCat,0.081672,0.06865,0.002114,0.044089,0,0.135145,0.028115,0.63985,0,0.015169,0.088164,0.194746,0,0.075851,0.069247,0,0.144258,0.201841,0,0
alone_2045801_fear_Misery,0.100499,0.062345,0.091183,0.034163,0.000341,0.200365,0.036156,0.012213,0.004302,0.837045,0.077482,0.396749,0,0.073489,0.146809,0,0.255519,0.469533,0,0
alone_2045801_fear_TheShining,0.071598,0.055145,0.000352,0.049245,0,0.000014,0.026705,0.003921,0,0.003521,0.081645,0.165553,0,0.066686,0.050086,0,0.119565,0.201838,0,0
alone_2045801_neutral_Blue(1),0.160112,0.058526,0.001269,0.03694,0,0.028582,0.031045,0.080709,0,0.003377,0.107668,0.258619,0,0.052948,0.069646,0,0.097593,0.177351,0,0
alone_2045801_neutral_Blue(2),0.117721,0.091103,0.041741,0.105415,0,0.000793,0.046445,0,0,0,0.083911,0.273756,0,0.070237,0.053409,0,0.137366,0.153017,0,0
alone_2045801_neutral_Blue(3),0.081502,0.035455,0,0.028617,0,0.003175,0.033412,0.095244,0,0.000026,0.079684,0.317352,0,0.069486,0.032964,0,0.125613,0.133373,0,0
alone_2045801_neutral_TheLover,0.403867,0.120796,0.003342,0.054436,0,0.02217,0.032817,0.20224,0.002082,0.03329,0.13762,0.299668,0,0.073377,0.054331,0,0.239501,0.221899,0.017498,0
alone_2046637_amusement_AFishCalledWanda,0.082879,0.028694,0,0.04663,0.421247,0.934399,0.032312,0.128413,0.687681,1.098294,0.132326,0.421639,0,0.144256,0.034382,0,0.326217,0.184004,0,0
alone_2046637_amusement_Benny&Joon,0.12936,0.026724,0.001352,0.051214,0.318949,0.86219,0.029341,0.135855,0.585394,0.810442,0.194101,0.284365,0,0.146636,0.041814,0,0.310838,0.155124,0,0
alone_2046637_amusement_SomethingAboutMary,0.158633,0.035983,0.017996,0.064271,0.710164,1.172404,0.051104,0.35283,0.932524,1.088339,0.14689,0.616453,0,0.121476,0.035278,0,0.404736,0.317601,0,0
alone_2046637_amusement_SomethingAboutMary(2),0.130777,0.038412,0.000141,0.059558,0.821309,1.114644,0.05835,0.34621,1.103872,1.168783,0.207466,0.525883,0,0.097209,0.053368,0,0.518077,0.385142,0,0
alone_2046637_fear_BlairWitchProject,0.065108,0.033643,0.706029,0.048906,0.128703,0.967222,0.098978,0.004356,0.006828,0.071098,0.065653,0.169678,0,0.113157,0.118438,0,0.24373,0.279998,0.002625,0
alone_2046637_fear_CopyCat,0.162924,0.038624,0.297621,0.05307,0.014613,0.734325,0.06976,0.000863,0.004918,0.041002,0.092862,0.221378,0,0.091253,0.073218,0,0.18735,0.361107,0.002488,0
alone_2046637_fear_Misery,0.136669,0.047214,0.049564,0.072389,0.002348,0.434962,0.02019,0,0.007197,0.041184,0.054051,0.116804,0,0.073782,0.044478,0,0.121666,0.117497,0,0
alone_2046637_fear_TheShining,0.122144,0.03272,0.89107,0.046868,0.171757,1.375676,0.053855,0.020992,0.001434,0.068574,0.120014,0.148056,0,0.054737,0.088918,0,0.145452,0.214514,0,0
alone_2046637_neutral_Blue(1),0.033782,0.020656,0.007444,0.03513,0,0.32038,0.013696,0,0,0,0.04114,0.103506,0,0.029568,0.019378,0,0.102073,0.112608,0,0
alone_2046637_neutral_Blue(2),0.053555,0.027817,0.000026,0.076961,0,0.44917,0.062087,0,0,0.103843,0.043511,0.143214,0,0.033563,0.019808,0,0.080786,0.08738,0,0
alone_2046637_neutral_Blue(3),0.036433,0.019178,0,0.063265,0,0.358888,0.015151,0,0.000883,0.25208,0.043035,0.10162,0,0.027062,0.05526,0,0.090387,0.153966,0,0
alone_2046637_neutral_TheLover,0.078636,0.020861,0.024258,0.05236,0.004187,0.40886,0.051427,0,0.002703,0.01134,0.044195,0.146826,0,0.037416,0.029322,0,0.095351,0.097289,0,0
alone_2047146_amusement_AFishCalledWanda,0.23072,0.11873,0.805846,0.061924,0.014651,1.193412,0.053034,0.665079,0.959228,0.35938,0.157479,0.493915,0,0.199364,0.092485,0,0.300392,0.356482,0.026285,0
alone_2047146_amusement_Benny&Joon,0.184941,0.093794,0.926121,0.051846,0.002924,1.218523,0.039417,0.492905,0.923543,0.592693,0.138564,0.405882,0,0.179486,0.104506,0,0.329675,0.283733,0,0
alone_2047146_amusement_SomethingAboutMary,0.147125,0.07444,1.027549,0.04151,0,1.042042,0.036371,0.286876,0.620192,0.353571,0.115812,0.417375,0,0.16099,0.084228,0,0.231526,0.229228,0.001156,0
alone_2047146_amusement_SomethingAboutMary(2),0.136456,0.081854,0.762297,0.057811,0.006142,0.816181,0.052248,0.251031,0.705081,0.190151,0.162576,0.641456,0,0.173335,0.095376,0,0.333623,0.413028,0.004303,0
alone_2047146_fear_BlairWitchProject,0.165692,0.078575,0.687986,0.094348,0.00592,0.521535,0.137353,0.557726,0.671295,0.675895,0.174965,0.837706,0,0.099513,0.055209,0,0.396045,0.554474,0.006496,0
alone_2047146_fear_CopyCat,0.207294,0.169776,1.074713,0.052327,0.000028,0.561128,0.050634,0.110121,0.507412,0.33174,0.105555,0.315092,0,0.082398,0.207179,0,0.184486,0.496132,0,0
alone_2047146_fear_Misery,0.207522,0.093771,0.668488,0.046632,0,0.814477,0.029447,0.002492,0.427708,0.175723,0.091062,0.289274,0,0.082566,0.044581,0,0.185657,0.3133,0,0
alone_2047146_fear_TheShining,0.176857,0.078795,0.730955,0.054917,0.016722,0.787562,0.114902,0.139503,0.335476,0.063065,0.12458,0.620277,0,0.136536,0.097524,0,0.414717,0.370708,0.027684,0
alone_2047146_neutral_Blue(1),0.195313,0.177127,0.878892,0.058042,0,0.438459,0.026083,0.094671,0.514735,0.483419,0.071637,0.388122,0,0.051541,0.093499,0,0.176292,0.414222,0,0
alone_2047146_neutral_Blue(2),0.19094,0.12615,1.040511,0.044551,0,0.553949,0.042976,0.035334,0.573866,0.418368,0.113215,0.396744,0,0.063974,0.079514,0,0.182366,0.442786,0.003298,0
alone_2047146_neutral_Blue(3),0.184751,0.10618,0.819856,0.050803,0,0.428026,0.064864,0.190449,0.720032,0.370032,0.114334,0.394639,0,0.075136,0.152215,0,0.222697,0.513307,0,0
alone_2047146_neutral_TheLover,0.295403,0.199801,0.964423,0.042879,0,0.598968,0.033348,0.077901,0.58915,0.407181,0.088075,0.472298,0,0.071605,0.300416,0,0.259792,0.776088,0,0
alone_2072289_amusement_AFishCalledWanda,0.151702,0.103051,1.924684,0.121767,0.497446,1.843352,0.06486,0.66766,0.859482,0.361515,0.13378,0.589493,0,0.140003,0.147528,0,0.789824,0.373341,0,0
alone_2072289_amusement_Benny&Joon,0.131267,0.069929,1.256424,0.124485,0.876403,2.408758,0.040339,1.039516,1.492454,0.756387,0.07332,0.506307,0,0.100607,0.296353,0,1.367133,0.42217,0,0
alone_2072289_amusement_SomethingAboutMary,0.234023,0.084596,2.563853,0.119399,0.152255,1.472413,0.212844,0.414339,0.208183,0.134245,0.150252,0.382617,0,0.0868,0.098174,0,0.498817,0.472663,0,0
alone_2072289_amusement_SomethingAboutMary(2),0.14752,0.060091,2.428774,0.057803,0.271757,1.605892,0.161111,0.609156,0.359192,0.265477,0.183767,0.303728,0,0.080979,0.206093,0,0.424856,0.466054,0,0
alone_2072289_fear_BlairWitchProject,0.14443,0.080345,2.952746,0.101856,0.021715,0.963905,0.07321,0.167899,0.001986,0.016705,0.117675,0.288153,0,0.099538,0.168448,0,0.426234,0.516725,0,0
alone_2072289_fear_CopyCat,0.162662,0.057567,2.790272,0.073414,0.006526,1.11721,0.088916,0.050327,0.018613,0.007692,0.082346,0.268229,0,0.079768,0.170431,0,0.595248,0.39818,0,0
alone_2072289_fear_Misery,0.114455,0.082943,2.649643,0.184595,0.056995,1.029577,0.202188,0.092883,0.010026,0.016567,0.124616,0.298313,0,0.086893,0.096509,0,0.273138,0.408819,0.000729,0
alone_2072289_fear_TheShining,0.14744,0.055206,3.292214,0.056072,0.003297,1.378696,0.068348,0.010376,0.001252,0.002662,0.114395,0.248005,0,0.057279,0.095475,0,0.268218,0.397385,0,0
alone_2072289_neutral_Blue(1),0.096723,0.043653,1.806817,0.064765,0.089492,1.611036,0.199567,0.20258,0.133917,0.189473,0.139849,0.385763,0,0.100358,0.110697,0,0.57,0.557006,0,0
alone_2072289_neutral_Blue(2),0.096562,0.05761,1.360054,0.097574,0.075756,1.036491,0.042731,0.168254,0.437377,0.043402,0.075345,0.190519,0,0.053348,0.071943,0,0.216365,0.147144,0,0
alone_2072289_neutral_Blue(3),0.100169,0.047695,1.788893,0.034427,0.011523,0.82793,0.12319,0.051628,0.052773,0.011367,0.103047,0.26138,0,0.083151,0.059635,0,0.316706,0.283971,0,0
alone_2072289_neutral_TheLover,0.10742,0.039209,2.068315,0.043874,0.000471,1.379657,0.027995,0.000431,0,0,0.060823,0.147915,0,0.03988,0.062244,0,0.097676,0.095575,0,0
alone_2078027_amusement_AFishCalledWanda,0.231902,0.056645,3.246134,0.038833,0.742207,1.445319,0.253822,0.393793,0.808819,1.509065,0.072888,0.247087,0,0.052188,0.220699,0,0.295848,0.250678,0.012319,0
alone_2078027_amusement_Benny&Joon,0.114088,0.057306,2.957293,0.027189,0.465987,2.261583,0.096264,0.026694,0.292818,1.437221,0.107303,0.226782,0,0.175583,0.183094,0,0.227179,0.521189,0.0443,0
alone_2078027_amusement_SomethingAboutMary,0.109158,0.042737,3.349429,0.021279,0.70207,1.482042,0.101026,0.204749,0.866108,1.794741,0.07792,0.285277,0,0.057647,0.067177,0,0.525911,0.309507,0.013899,0
alone_2078027_amusement_SomethingAboutMary(2),0.216718,0.119415,2.468822,0.041132,0.459619,1.461841,0.120534,0.179938,0.530285,1.411034,0.204055,0.4193,0,0.097873,0.160794,0,0.489263,0.511559,0.011579,0
alone_2078027_fear_BlairWitchProject,0.307953,0.130369,3.969299,0.039355,0.129704,1.368803,0.057775,0.087136,0.103623,1.186253,0.103393,0.234873,0,0.05652,0.06769,0,0.47429,0.388723,0.000445,0
alone_2078027_fear_CopyCat,0.116238,0.062257,3.080167,0.077702,0.169886,1.401424,0.165857,0.012426,0.026207,0.948919,0.109781,0.251533,0,0.080981,0.123838,0,0.343621,0.51556,0.010952,0
alone_2078027_fear_Misery,0.203752,0.097824,3.96656,0.041347,0.085586,1.099115,0.054669,0.105906,0.060491,1.329899,0.200977,0.329464,0,0.051113,0.153894,0,0.341928,0.664443,0.005603,0
alone_2078027_fear_TheShining,0.492884,0.075075,3.662661,0.053261,0.406095,1.410265,0.040472,0.020697,0.336058,0.604226,0.212728,0.29324,0,0.050797,0.053783,0,0.151768,0.186924,0.00107,0
alone_2078027_neutral_Blue(1),0.06496,0.047619,3.528413,0.044921,0.012897,1.856706,0.031409,0,0.039365,0.772242,0.049385,0.176349,0,0.054028,0.04248,0,0.187758,0.14623,0,0
alone_2078027_neutral_Blue(2),0.074771,0.057678,2.991643,0.019826,0.162354,1.666232,0.065087,0,0.112907,1.295766,0.093278,0.159021,0,0.045735,0.130703,0,0.183199,0.515869,0,0
alone_2078027_neutral_Blue(3),0.0863,0.031818,2.786124,0.027831,0.088325,0.660016,0.029506,0,0.0574,0.932169,0.054641,0.211691,0,0.040144,0.061276,0,0.133046,0.109713,0.00319,0
alone_2078027_neutral_TheLover,0.347808,0.09613,3.2136,0.068145,0.067723,0.836762,0.064224,0.000025,0.046248,0.844587,0.051863,0.169654,0,0.033263,0.074941,0,0.225801,0.164553,0,0
alone_2107199_amusement_AFishCalledWanda,0.175752,0.108349,1.428765,0.124642,0.937272,1.622672,0.120852,0.854326,0.765396,1.59758,0.16388,0.554901,0,0.12125,0.162916,0,0.53821,0.379463,0.015009,0
alone_2107199_amusement_Benny&Joon,0.096255,0.069819,1.453926,0.104231,0.728866,1.421261,0.078158,0.605597,0.75251,1.275515,0.108799,0.436922,0,0.093733,0.091661,0,0.239441,0.22249,0.009212,0
alone_2107199_amusement_SomethingAboutMary,0.151927,0.117443,1.180367,0.047192,0.270421,1.085541,0.076567,0.101742,0.209911,0.535066,0.209769,0.528024,0,0.067259,0.108999,0,0.351031,0.228189,0,0
alone_2107199_amusement_SomethingAboutMary(2),0.136001,0.083817,1.484529,0.040692,0.639732,1.405241,0.103126,0.443535,0.551685,1.016815,0.144031,0.481392,0,0.214629,0.1323,0,0.4031,0.357176,0.042414,0
alone_2107199_fear_BlairWitchProject,0.224084,0.141738,1.177799,0.100767,0.606341,1.359596,0.058594,0.327907,0.257709,0.624603,0.127912,0.416133,0,0.05665,0.229257,0,0.31056,0.294501,0,0
alone_2107199_fear_CopyCat,0.124872,0.055296,1.338094,0.051635,0.08221,1.047079,0.064377,0.056843,0.020017,0.071849,0.142702,0.26713,0,0.045614,0.092719,0,0.159721,0.158532,0,0
alone_2107199_fear_Misery,0.150746,0.085921,1.265592,0.084146,0.398488,1.041313,0.136552,0.407951,0.191309,0.5198,0.305062,0.578236,0,0.083313,0.106921,0,0.517074,0.556741,0.001587,0
alone_2107199_fear_TheShining,0.233059,0.194592,1.226782,0.077409,0.269427,1.160515,0.075057,0.167296,0.081872,0.257425,0.133318,0.503321,0,0.056597,0.073673,0,0.288881,0.231786,0,0
alone_2107199_neutral_Blue(1),0.071795,0.032722,1.621467,0.022181,0.19471,0.739189,0.057645,0.136737,0.160405,0.51388,0.107085,0.254942,0,0.03583,0.028456,0,0.147104,0.154614,0,0
alone_2107199_neutral_Blue(2),0.071582,0.036953,1.546284,0.022342,0.02792,0.740371,0.02406,0,0.002848,0.301085,0.0666,0.225199,0,0.045172,0.026817,0,0.14028,0.159078,0,0
alone_2107199_neutral_Blue(3),0.059848,0.042928,1.500663,0.022251,0.002818,0.597169,0.020912,0,0,0.011906,0.048467,0.144213,0,0.038508,0.033467,0,0.102348,0.102459,0,0
alone_2107199_neutral_TheLover,0.117797,0.092338,1.377392,0.110608,0.000776,0.605553,0.025907,0.000295,0.017646,0.030684,0.05497,0.20903,0,0.043831,0.13189,0,0.119055,0.222194,0,0
alone_2107618_amusement_AFishCalledWanda,0.212292,0.08309,0.000115,0.058795,0.219788,1.15717,0.094319,0.247684,0.202,0.070729,0.10608,0.371875,0,0.287073,0.109066,0,0.335847,0.33891,0,0
alone_2107618_amusement_Benny&Joon,0.208902,0.08936,0.001352,0.050154,0.682619,1.306841,0.056499,0.638883,0.654043,0.104696,0.112939,0.538507,0,0.206474,0.117757,0,0.432704,0.330445,0.000627,0
alone_2107618_amusement_SomethingAboutMary,0.181449,0.096807,0.001351,0.061428,0.474031,0.869786,0.078433,0.539462,0.55531,0.163503,0.107238,0.355345,0,0.288505,0.073412,0,0.360885,0.26851,0.001164,0
alone_2107618_amusement_SomethingAboutMary(2),0.172611,0.097575,0.001685,0.074717,0.217373,0.643107,0.07477,0.294055,0.090291,0.018525,0.124881,0.477281,0,0.120843,0.07472,0,0.332336,0.391815,0.001663,0
alone_2107618_fear_BlairWitchProject,0.182039,0.098036,0.007145,0.092582,0.134085,0.640401,0.069253,0.273673,0.172099,0.005269,0.184001,0.431982,0,0.119444,0.09297,0,0.527405,0.492798,0,0
alone_2107618_fear_CopyCat,0.150599,0.083108,0,0.057936,0.04815,0.450799,0.041412,0.099323,0.038041,0.01994,0.123918,0.318109,0,0.141398,0.085267,0,0.373124,0.384706,0,0
alone_2107618_fear_Misery,0.121761,0.082952,0.000039,0.046787,0.094081,0.939084,0.043159,0.220159,0.035057,0.00234,0.098171,0.19909,0,0.102858,0.049569,0,0.220292,0.209782,0,0
alone_2107618_fear_TheShining,0.113896,0.084221,0.000037,0.084896,0.05438,0.495848,0.033933,0.117331,0.051902,0.000018,0.107141,0.228654,0,0.068519,0.049902,0,0.360747,0.279478,0,0
alone_2107618_neutral_Blue(1),0.252698,0.072547,0,0.065094,0.048302,0.899887,0.101887,0.083396,0.136472,0,0.083453,0.260528,0,0.089189,0.049264,0,0.578755,0.321962,0,0
alone_2107618_neutral_Blue(2),0.155086,0.066423,0.000081,0.071843,0.031481,1.176992,0.045845,0.182051,0.078762,0,0.149593,0.332421,0,0.088455,0.050117,0,0.403098,0.355808,0,0
alone_2107618_neutral_Blue(3),0.121107,0.059745,0,0.077397,0.204526,0.685511,0.042092,0.087397,0.270328,0.087068,0.148893,0.347214,0,0.225511,0.083832,0,0.374513,0.378236,0,0
alone_2107618_neutral_TheLover,0.143452,0.103818,0.000408,0.051505,0.013878,1.173929,0.076318,0.144439,0.02074,0.008988,0.078469,0.341888,0,0.149158,0.171233,0,0.288767,0.445799,0.018707,0
alone_2108726_amusement_AFishCalledWanda,0.120842,0.046902,0.145562,0.039321,0.111955,0.38567,0.048174,0.057116,0.250461,0.327533,0.159053,0.562742,0,0.081836,0.168975,0,0.184211,0.202721,0,0
alone_2108726_amusement_Benny&Joon,0.240697,0.107285,0.00608,0.047802,0.1143,0.276418,0.034337,0.000743,0.230938,0.322628,0.097728,0.427721,0,0.082316,0.092455,0,0.253508,0.241737,0,0
alone_2108726_amusement_SomethingAboutMary,0.160818,0.068034,0.24616,0.04978,0.068681,0.364702,0.051036,0.028212,0.173441,0.126429,0.126984,0.557475,0,0.095372,0.219815,0,0.212513,0.218553,0,0
alone_2108726_amusement_SomethingAboutMary(2),0.071449,0.041379,0.524179,0.029967,0.027905,0.365088,0.044349,0.000794,0.023277,0.005848,0.103566,0.529142,0,0.066046,0.046258,0,0.18591,0.202544,0,0
alone_2108726_fear_BlairWitchProject,0.143338,0.058634,0.804458,0.077832,0.220603,0.371342,0.066824,0.08558,0.393272,0.251517,0.211799,0.59623,0,0.093099,0.377121,0,0.236767,0.513598,0,0
alone_2108726_fear_CopyCat,0.219502,0.045358,0.426402,0.051488,0.019389,0.263979,0.036435,0.000798,0.028247,0.002296,0.105532,0.425972,0,0.066484,0.068393,0,0.179635,0.317839,0,0
alone_2108726_fear_Misery,0.224351,0.094534,0.125033,0.089491,0.143549,0.347896,0.082905,0.041094,0.340004,0.280306,0.187279,0.812387,0,0.115613,0.2049,0,0.22184,0.415942,0.008988,0
alone_2108726_fear_TheShining,0.128795,0.061147,0.356517,0.054053,0.018987,0.27537,0.077694,0.003978,0.044813,0.005814,0.091389,0.325737,0,0.070562,0.135281,0,0.302091,0.27765,0,0
alone_2108726_neutral_Blue(1),0.164168,0.074111,0.101836,0.055755,0.016042,0.333327,0.044532,0.00044,0.045545,0.0913,0.09325,0.329828,0,0.063021,0.183996,0,0.181415,0.225048,0,0
alone_2108726_neutral_Blue(2),0.074751,0.051829,0.031601,0.052555,0,0.130604,0.035381,0,0.044663,0.100604,0.067253,0.379878,0,0.053701,0.095302,0,0.21301,0.169431,0,0
alone_2108726_neutral_Blue(3),0.066013,0.04157,0.004201,0.028752,0.002081,0.13051,0.028779,0,0.002282,0,0.072926,0.196698,0,0.050376,0.031866,0,0.138966,0.17898,0,0
alone_2108726_neutral_TheLover,0.083251,0.049061,0.008925,0.034718,0.005017,0.087304,0.027952,0,0.02465,0.003865,0.071058,0.291237,0,0.055265,0.047679,0,0.173592,0.166945,0,0
alone_2111111_amusement_AFishCalledWanda,0.10111,0.06939,0,0.036164,0.004099,0.023651,0.060486,0.005839,0.033291,0.000065,0.099568,0.962873,0,0.070182,0.052596,0,0.706699,0.244921,0,0
alone_2111111_amusement_Benny&Joon,0.122396,0.03906,0,0.037971,0.007213,0.010034,0.041538,0.001315,0.079834,0,0.08321,0.473877,0,0.06368,0.133179,0,0.306044,0.199856,0,0
alone_2111111_amusement_SomethingAboutMary,0.120812,0.055992,0.000798,0.038129,0.034177,0.121103,0.13553,0.013536,0.100044,0.013753,0.101494,0.736806,0,0.136762,0.171131,0,1.075224,0.338113,0.018501,0
alone_2111111_amusement_SomethingAboutMary(2),0.10175,0.055364,0.003116,0.066207,0.007072,0.166237,0.062458,0.005336,0.090288,0.00355,0.119046,0.599444,0,0.120686,0.195588,0,0.265485,0.218413,0,0
alone_2111111_fear_BlairWitchProject,0.118865,0.057472,0,0.062612,0.000767,0.011206,0.029533,0,0.004545,0,0.109028,0.943819,0,0.208674,0.053549,0,0.519089,0.298879,0,0
alone_2111111_fear_CopyCat,0.08749,0.056539,0.000262,0.070089,0.000435,0.002434,0.029565,0.000884,0.009743,0.003996,0.087425,0.660894,0,0.085969,0.067147,0,0.500892,0.230938,0.004593,0
alone_2111111_fear_Misery,0.111422,0.04885,0.000018,0.038905,0.121841,0.132212,0.159838,0.070134,0.096013,0.071097,0.13138,0.954575,0,0.127648,0.151262,0,0.626676,0.292976,0.008819,0
alone_2111111_fear_TheShining,0.076032,0.05273,0.000374,0.040489,0,0.001711,0.043284,0.013585,0.023071,0.003114,0.089971,0.412228,0,0.076653,0.107229,0,0.320903,0.194606,0,0
alone_2111111_neutral_Blue(1),0.051538,0.041183,0,0.028067,0,0.002426,0.024576,0,0.007968,0,0.071657,0.213037,0,0.045325,0.03075,0,0.162249,0.168521,0,0
alone_2111111_neutral_Blue(2),0.079469,0.035412,0,0.039114,0,0.000797,0.02674,0,0.00008,0,0.066492,0.220204,0,0.051931,0.043082,0,0.142338,0.19558,0,0
alone_2111111_neutral_Blue(3),0.139859,0.083987,0,0.037308,0,0.006256,0.032577,0,0,0.000385,0.067705,0.362667,0,0.055115,0.143192,0,0.189359,0.180731,0,0
alone_2111111_neutral_TheLover,0.094008,0.046502,0,0.028162,0,0.003117,0.03315,0,0,0,0.074,0.772583,0,0.056688,0.032794,0,0.518777,0.216316,0,0
alone_2128880_amusement_AFishCalledWanda,0.291198,0.121826,0.146843,0.056325,0.191546,0.659682,0.046216,0.191338,0.296423,1.13755,0.12606,0.472688,0,0.104945,0.340405,0,0.30028,0.618926,0.002268,0
alone_2128880_amusement_Benny&Joon,0.213831,0.078322,0.021068,0.062782,0.386732,0.660903,0.068294,0.421821,0.606533,1.400946,0.112652,0.523221,0,0.100414,0.268515,0,0.468014,0.308724,0,0
alone_2128880_amusement_SomethingAboutMary,0.236132,0.100188,0.02168,0.07204,0.005235,0.48047,0.042246,0.051055,0.011948,0.864861,0.126376,0.401768,0,0.101504,0.107463,0,0.259225,0.545105,0.025626,0
alone_2128880_amusement_SomethingAboutMary(2),0.512169,0.182714,0.242862,0.04963,0.381601,0.939757,0.042018,0.556532,0.454454,1.513463,0.110657,0.404448,0,0.161921,0.144469,0,0.423729,0.359562,0.01095,0
alone_2128880_fear_BlairWitchProject,0.209898,0.083727,0.028783,0.048336,0.010539,0.571754,0.049547,0.032958,0.021002,0.99546,0.128511,0.256271,0,0.099289,0.123626,0,0.23595,0.283366,0,0
alone_2128880_fear_CopyCat,0.302289,0.097519,0.068874,0.069818,0.000157,0.422123,0.032404,0.022021,0.038361,1.319909,0.090292,0.21114,0,0.079799,0.070174,0,0.182743,0.206232,0,0
alone_2128880_fear_Misery,0.236854,0.066997,0.060835,0.055226,0.005658,0.405172,0.047904,0.074933,0.02227,0.764034,0.134911,0.422999,0,0.13892,0.244421,0,0.248658,0.547992,0.003937,0
alone_2128880_fear_TheShining,0.217325,0.052791,0.042626,0.047337,0.02055,0.435584,0.046689,0.065386,0.136402,1.113462,0.119713,0.219796,0,0.101034,0.078458,0,0.216976,0.226152,0.000772,0
alone_2128880_neutral_Blue(1),0.092369,0.041063,0.331254,0.052596,0.000052,0.095662,0.024512,0.255906,0.015836,1.346429,0.085819,0.191672,0,0.059042,0.078606,0,0.165348,0.183641,0,0
alone_2128880_neutral_Blue(2),0.276639,0.10585,0.01324,0.038115,0.0065,0.115673,0.045302,0.120084,0.058979,0.877512,0.139694,0.253055,0,0.153909,0.085794,0,0.184355,0.338988,0,0
alone_2128880_neutral_Blue(3),0.139781,0.048764,0,0.034241,0.000297,0.004945,0.08457,0.023083,0,0.896103,0.124867,0.345728,0,0.122066,0.053912,0,0.476401,0.298294,0,0
alone_2128880_neutral_TheLover,0.11682,0.04696,0,0.032043,0,0.044654,0.034802,0.006491,0.006071,0.522858,0.122924,0.354399,0,0.083369,0.056928,0,0.172397,0.195255,0,0
alone_2130048_amusement_AFishCalledWanda,0.249211,0.11405,0.219563,0.043741,0.018174,0.003091,0.085456,0.045073,0.079929,0.009943,0.104821,0.308426,0,0.061609,0.091616,0,0.232238,0.22346,0,0
alone_2130048_amusement_Benny&Joon,0.088866,0.050059,0.299294,0.039144,0.111387,0.374781,0.083117,0.857302,0.268723,0.075612,0.120359,0.337883,0,0.064453,0.071012,0,0.155959,0.283098,0,0
alone_2130048_amusement_SomethingAboutMary,0.269501,0.104814,0.244901,0.062329,0.004538,0.011964,0.09606,0.138104,0.019421,0.002529,0.10353,0.366128,0,0.111062,0.101121,0,0.265471,0.229524,0.003062,0
alone_2130048_amusement_SomethingAboutMary(2),0.233682,0.088969,0.424024,0.070285,0.028074,0.050265,0.166208,0.140378,0.070583,0.045075,0.198333,0.547382,0,0.098565,0.166105,0,0.314359,0.336639,0.022207,0
alone_2130048_fear_BlairWitchProject,0.147366,0.064969,0.043765,0.054222,0.000057,0.0019,0.048716,0,0,0.001421,0.094147,0.22124,0,0.061162,0.065194,0,0.222735,0.147693,0,0
alone_2130048_fear_CopyCat,0.1528,0.035686,0.197971,0.025304,0,0.013819,0.031988,0.909183,0.000441,0,0.264387,0.276216,0,0.088869,0.027157,0,0.171599,0.15941,0.007844,0
alone_2130048_fear_Misery,0.265824,0.108825,0.224455,0.052694,0.005037,0.008434,0.07281,0.008473,0.000876,0.020508,0.11914,0.32526,0,0.139492,0.166995,0,0.318078,0.2406,0,0
alone_2130048_fear_TheShining,0.22149,0.087224,0.022168,0.052261,0.000803,0.002101,0.087219,0.000266,0.00028,0.000547,0.111429,0.371297,0,0.162457,0.094657,0,0.170357,0.32443,0,0
alone_2130048_neutral_Blue(1),0.081638,0.02341,0.063333,0.024123,0,0,0.026397,0,0,0,0.052601,0.150944,0,0.039711,0.034412,0,0.147283,0.144798,0,0
alone_2130048_neutral_Blue(2),0.09552,0.052316,0.0512,0.049386,0.000369,0.000038,0.137854,0,0,0.005482,0.11811,0.324669,0,0.046522,0.051418,0,0.290473,0.183129,0.043478,0
alone_2130048_neutral_Blue(3),0.035208,0.021319,0,0.019062,0,0,0.02,0,0,0,0.037639,0.102743,0,0.03691,0.015938,0,0.101146,0.095903,0,0
alone_2130048_neutral_TheLover,0.152843,0.079008,0.146811,0.095855,0.000142,0.000965,0.063906,0.003773,0.002294,0.004836,0.091851,0.564402,0,0.057821,0.160035,0,0.196041,0.567316,0.036315,0
